userid,id
14860,15570296
7841,15570326
1053,15570344
106224,15570350
57263,15570368
50617,15570386
82294,15570390
142446,15570398
139985,15570400
78847,15570403
77067,15570415
53158,15570446
22927,15570491
77067,15570518
77939,15570520
10429,15570568
17300,15570602
79267,15570616
20862,15570631
136445,15570684
45685,15570721
118846,15570780
23354,15570793
364,15570806
65863,15570853
44309,15570863
100546,15570868
18192,15570877
14860,15570883
20580,15584715
139010,15584723
118068,15584736
82548,15584737
9475,15584744
128940,15584776
12579,15584793
9475,15584810
15498,15584819
12579,15584866
106261,15584872
109941,15584876
10823,15584883
117651,15584894
11142,15584898
139010,15584902
109941,15584906
97160,15584908
13005,15584935
76722,15584938
77912,15584940
81019,15584944
120163,15584947
108207,15584948
60647,15584960
137080,15584964
77121,15584969
18149,15584970
8427,15584971
19314,15584974
14065,15584985
137080,15585002
8173,15585008
86421,15585010
19038,15585012
18771,15558083
19068,15558101
128421,15558102
76337,15558104
142434,15558112
3416,15558127
7116,15558135
115939,15558146
4653,15558156
64004,15558158
142434,15558188
17833,15558215
40521,15558218
118068,15558225
121165,15558228
22656,15558230
142434,15558244
121165,15558257
22656,15558263
120808,15558297
22656,15558308
116614,15558314
61164,15558320
40285,15558355
118068,15558411
139499,15558437
87234,15558451
136584,15558454
15168,15558457
10593,15558485
29152,15570912
14621,15570935
20862,15570939
33732,15570959
13302,15570970
95265,15570972
95265,15570986
95265,15570994
107625,15571018
10583,15571019
95265,15571024
2029,15571037
46642,15571054
10583,15571064
45685,15571066
17489,15571074
95265,15571082
95265,15571084
53236,15571212
10583,15571220
79125,15571226
53236,15571230
116908,15571243
11182,15571244
10583,15571249
17034,15571253
20862,15571261
24396,15571268
79125,15571275
31671,15571283
79125,15571316
20862,15571323
107625,15571329
118068,15571332
11410,15571359
81053,15571388
118068,15571403
41071,15571406
81053,15571412
12230,15571427
118068,15571471
118068,15571489
17034,15571490
58173,15571527
11182,15571535
118068,15571538
118068,15571566
134633,15571597
118068,15571618
10322,15571685
22656,15571729
100297,15571733
22656,15571741
100297,15571769
98389,15571771
19246,15571775
15245,15571801
98389,15571811
108207,15571818
15541,15571823
10322,15571847
118068,15571848
46642,15571854
15541,15571859
13302,15571867
10823,15571882
15541,15571894
22656,15571895
10823,15571909
86989,15571910
86967,15571928
118068,15571932
13302,15571945
20670,15571953
38458,15571958
120292,15571965
7586,15571991
20670,15572012
13302,15572021
81053,15572049
1836,15572081
92837,15572091
11265,15572097
81053,15572120
4665,15572132
135779,15572156
20862,15572165
41071,15572201
41071,15572229
10823,15572235
45091,15572236
125790,15572272
10823,15572297
7586,15572321
2660,15572333
126998,15572336
41956,15572344
24445,15572362
2660,15572382
45091,15572400
22656,15572416
10823,15572428
98389,15572433
70945,15572435
2660,15572456
124875,15572463
20670,15572468
20862,15572469
20670,15572486
61320,15572497
134633,15572507
23354,15572515
125997,15572543
476,15572547
118068,15572550
19563,15572580
1053,15572583
61320,15572592
113938,15572594
54606,15572612
112407,15572621
15541,15572633
91683,15572637
61320,15572668
67373,15572669
70386,15572670
90909,15572673
80449,15572686
23354,15572689
73681,15572706
14660,15572717
15416,15572730
14027,15572737
118584,15572779
90909,15572780
15541,15572790
23354,15572806
14860,15572820
15541,15572833
23354,15572839
23354,15572846
20670,15572907
1968,15572920
77335,15572928
15416,15572929
17389,15572946
49489,15572958
24396,15586592
21062,15586602
13019,15586616
57601,15586617
19679,15586621
98636,15586640
47961,15586645
13430,15586662
61974,15586687
136534,15586688
8116,15586700
102225,15586704
134252,15586707
7116,15586710
19679,15586713
12711,15586715
2548,15586716
26521,15586741
61974,15586746
14065,15586749
10823,15586752
12579,15586764
10823,15586786
13198,15586818
10823,15586819
86845,15586856
41071,15586872
61974,15586876
14065,15586881
24950,15586900
101258,15586901
7724,15586908
61249,15586923
8427,15586925
10823,15586929
61249,15586936
70416,15586939
122718,15586942
37019,15586953
7116,15586962
8446,15586973
24950,15586978
2548,15586997
130387,15587009
13019,15587013
134367,15587015
12579,15587044
61974,15587046
10823,15587053
134367,15587061
116908,15587067
10823,15587068
26428,15587070
14122,15587073
12579,15587089
113797,15587099
126001,15587100
2660,15587110
36565,15587112
88558,15587128
10823,15587140
2548,15587150
113632,15587158
8151,15587168
3797,15587170
5620,15587172
90475,15587178
88605,15587179
6486,15587197
476,15587203
7116,15587204
67910,15587207
61974,15587220
13019,15587236
115145,15587274
41071,15587283
19750,15587291
77090,15587292
7512,15587300
140750,15587309
11343,15587311
99692,15587330
3797,15587334
92546,15587335
41071,15587341
9034,15587342
37055,15587348
3797,15587356
19068,15587372
13198,15587381
107375,15587404
59947,15587407
114409,15587434
21062,15587448
61305,15587451
73226,15587458
61305,15587463
92546,15587470
12579,15587471
61974,15587475
476,15587476
37019,15587479
13302,15587490
22656,15587491
10823,15587492
61164,15587501
127335,15587507
140750,15587514
1175,15587529
13302,15587533
10823,15587544
5620,15587562
3798,15587568
22656,15587573
17162,15587579
141325,15587581
23528,15587595
2548,15587652
116622,15587656
7116,15587657
3408,15587658
46675,15587663
5620,15587664
57695,15587680
4279,15587685
107375,15587686
12178,15587690
16800,15587699
49720,15587700
61305,15587703
40521,15587704
61305,15587720
24995,15587726
64009,15587728
5620,15587733
13019,15587734
16800,15587738
5620,15587759
60761,15587763
102225,15587764
94559,15587767
133418,15587788
2486,15587794
12579,15587795
17162,15587797
108197,15587800
14104,15587806
14343,15587810
107797,15587818
49720,15587831
16487,15587859
77090,15587862
76722,15587880
12579,15587884
77335,15587907
133418,15587910
35634,15587912
86473,15587921
77090,15587951
133418,15587959
22927,15587964
12579,15587988
7512,15587992
123695,15560693
85785,15560700
103167,15560716
24283,15560722
76337,15560737
57508,15560743
34935,15560769
34935,15560776
12579,15560781
73070,15560783
18821,15560792
139499,15560798
118068,15560801
107744,15560833
109618,15560844
40411,15560864
57508,15560897
76337,15560902
104950,15560910
139010,15560932
109011,15560935
2548,15560963
30447,15560971
17034,15560974
12579,15560985
57508,15561021
102040,15561034
21062,15561046
10397,15561066
104950,15561073
20862,15561086
133183,15561116
64895,15561119
414,15561128
414,15561161
2548,15561164
2548,15561185
16124,15561194
52249,15561195
122718,15561228
48733,15561246
97160,15561248
139010,15561258
19068,15561280
5,15561281
110707,15561293
59793,15561295
16800,15561349
75500,15561363
121668,15561382
77567,15561385
19068,15561411
46055,15561415
5387,15561418
113938,15561439
59793,15561445
62072,15561451
19068,15561463
17034,15561477
139694,15561487
97160,15561489
126769,15561495
17034,15561499
29502,15561530
10505,15561542
121668,15561548
44729,15561566
17034,15561573
112381,15561605
139010,15561654
57611,15561662
11698,15561670
25949,15561726
139010,15561737
100988,15561760
57611,15561781
23795,15561785
53468,15561788
115145,15561801
102937,15561811
13302,15561818
12711,15561832
111611,15561882
63743,15561883
1968,15561887
119390,15561893
27305,15561894
12711,15561898
102937,15561920
5620,15561929
80274,15561944
17034,15561959
2548,15561962
111327,15561982
61542,15562007
13302,15562010
31298,15562035
123671,15574938
2938,15574949
119114,15574956
17034,15574971
21699,15574975
893,15574976
135862,15574980
893,15574987
110255,15574992
14089,15574994
83283,15575003
17034,15575020
71420,15575028
44309,15575034
1968,15575036
140367,15575040
35070,15575041
14860,15575042
69083,15575045
6309,15575051
23354,15575099
139912,15575112
133802,15575126
1968,15575133
57695,15575135
84201,15575139
82586,15575151
10320,15575156
11480,15575163
59303,15575209
78336,15575230
57695,15575234
34509,15575243
98389,15575245
84201,15575254
57695,15575273
57695,15575286
122718,15575287
14089,15575288
64976,15575305
75033,15575313
119114,15575328
82586,15575335
1583,15575343
35070,15575358
84201,15575391
123671,15575408
17034,15575415
94559,15575441
82586,15575475
123671,15575478
92153,15575516
41956,15575522
71343,15575526
13287,15575548
95033,15575552
82586,15575588
117507,15575591
11343,15575597
22656,15575604
22656,15575614
10823,15575627
82586,15575635
22656,15575644
126353,15575666
119114,15575687
893,15575691
17034,15575693
107565,15575697
6309,15575702
100297,15575715
69178,15575721
41956,15575735
35070,15575744
45685,15575761
82586,15575763
12960,15575778
74060,15575783
39277,15575787
10823,15575791
100297,15575796
10823,15575807
4279,15575815
41956,15575829
18180,15575850
100297,15575861
41956,15575876
116249,15575923
2548,15576003
12960,15576008
67392,15576018
19068,15576025
107375,15576026
2548,15576036
57695,15576037
50079,15576039
82586,15576041
11449,15576042
16542,15576047
141220,15576051
2548,15576054
104891,15576094
50079,15576102
108207,15576110
141220,15576115
893,15576143
9833,15576167
18180,15576174
62072,15576193
57695,15576208
68571,15576210
11449,15576211
20580,15576219
18180,15576221
96656,15576224
19068,15576230
16673,15576257
12960,15576273
68571,15576274
39974,15576292
12960,15576295
9686,15576335
4279,15576346
971,15576357
100297,15576367
9686,15576396
12960,15576412
9686,15576422
68571,15576424
119114,15576440
12960,15576442
141220,15576449
19068,15576452
127522,15576456
65387,15576467
476,15576473
65387,15576487
121595,15576488
476,15576502
113962,15576506
139746,15576516
476,15576519
127013,15576545
68571,15576562
17034,15576563
68571,15576596
11265,15576728
141220,15576731
19068,15576733
20862,15576737
21062,15576742
88558,15576746
25750,15576751
4279,15576760
107726,15576773
80901,15576784
21062,15576790
4279,15576801
100297,15576810
46690,15576813
60108,15576815
120434,15576831
120434,15576853
117507,15576881
39974,15576935
55718,15590138
15785,15590140
127269,15590152
130015,15590158
130641,15590170
120504,15590173
23897,15590175
61305,15590178
130015,15590180
104109,15590187
50776,15590208
127880,15590219
21640,15590220
12579,15590229
132442,15590247
46675,15590287
82548,15590289
26428,15590304
15168,15590306
23897,15590319
104223,15590355
115145,15590374
12579,15590379
2429,15590381
87796,15590392
61974,15590398
8427,15590412
12579,15590423
14619,15590434
31308,15590455
46642,15590464
12579,15590465
13895,15590472
60647,15590494
62851,15590507
82548,15590512
37558,15590529
1053,15590589
127269,15590601
127335,15590611
21962,15590636
36693,15590640
60020,15590661
61974,15590662
9530,15590667
8355,15590671
4668,15590675
41655,15590679
130387,15590684
61974,15590704
127335,15590733
102937,15590758
16406,15590766
60647,15590773
87189,15590798
129164,15590810
5987,15590813
70973,15590826
123664,15590828
41655,15590839
118068,15590850
15031,15590859
5620,15590865
62671,15590883
41655,15590893
107783,15590899
32453,15590905
74815,15590929
120504,15590931
133840,15590939
5620,15590944
44597,15590984
12579,15590987
41655,15590993
106224,15591001
62024,15591002
113848,15591015
4203,15591018
87189,15562677
105037,15562689
22656,15562690
71421,15562692
1053,15562694
1583,15562698
141172,15562704
141172,15562712
74865,15562750
128940,15562766
22656,15562769
59793,15562792
65358,15562815
1554,15562839
116891,15562847
59793,15562865
87189,15562874
87189,15562893
5620,15562932
80274,15562954
14540,15562964
107277,15562978
69083,15562990
53468,15563018
3584,15563034
69083,15563040
65358,15563047
25319,15563051
17034,15563059
22656,15563076
5620,15563087
19679,15563094
126998,15563096
19068,15563098
40899,15563099
65358,15563103
15055,15563104
36565,15563120
14343,15563153
25319,15563161
82548,15563168
119477,15563172
1053,15563177
109702,15563230
118068,15563236
139239,15563241
22656,15563245
70170,15563246
115145,15563251
17034,15563253
3287,15563262
22656,15563273
139239,15563274
118068,15563277
109618,15563297
126998,15563345
139239,15563353
21245,15563354
103104,15563363
74774,15563367
12711,15563384
7806,15563398
30176,15563406
110451,15563410
3737,15563422
65863,15563450
115145,15563478
100970,15563504
69993,15563506
7162,15563529
65863,15563535
65863,15563564
74865,15563570
21461,15563579
114900,15563597
7806,15563620
28380,15563624
59137,15563643
12711,15563670
23478,15563675
17034,15563683
118068,15563692
115145,15563699
118068,15563706
116614,15563708
31582,15563709
93343,15563728
1583,15563752
74774,15563753
1583,15563766
20938,15563780
25333,15563789
90559,15563821
86452,15563828
46425,15563831
28380,15563833
14104,15563850
105929,15563858
119114,15563864
82548,15576948
17389,15576968
971,15577021
893,15577023
128645,15577028
15519,15577038
140803,15577050
120434,15577059
39584,15577063
6486,15577098
120434,15577100
14660,15577146
15519,15577149
4279,15577161
1109,15577175
136720,15577181
80002,15577206
41655,15577207
73008,15577222
22656,15577248
9686,15577301
13019,15577316
19068,15577323
22656,15577330
123671,15577334
19068,15577352
62821,15577366
13005,15577394
22656,15577399
120434,15577407
4279,15577410
106261,15577413
106261,15577441
28482,15577447
17833,15577458
22656,15577461
1968,15577476
13019,15577493
120434,15577506
82548,15577511
88558,15577515
82548,15577525
22656,15577567
3408,15577575
22656,15577578
106092,15577583
108207,15577589
53300,15577661
13302,15577664
41071,15577688
4639,15577697
22656,15577737
133802,15577744
6884,15577761
22656,15577763
6509,15577771
142822,15577772
100297,15577812
135160,15577816
59303,15577819
73755,15577837
15519,15577848
135160,15577851
53771,15577875
57695,15577892
110451,15577906
20862,15577921
4639,15577927
22656,15577940
133327,15577947
35070,15577949
22656,15577969
2548,15577978
35070,15577985
73226,15577986
6509,15578007
81053,15578012
127013,15578050
45664,15578057
6309,15578061
73535,15578090
123671,15578121
105672,15578142
121595,15578171
41169,15578216
476,15578227
121595,15578262
30447,15578272
15416,15578284
140803,15578288
121595,15578300
67258,15578323
11926,15578343
67258,15578345
106159,15578349
115145,15578359
115145,15578374
115145,15578389
139010,15578397
67258,15578420
128108,15578421
15416,15578429
134713,15578431
4279,15578462
41071,15578470
53897,15578473
106159,15578482
13019,15578498
61974,15578518
67258,15578523
80002,15578547
54606,15578555
100297,15578574
46642,15578577
68788,15578595
46690,15578604
44309,15578619
80002,15578621
743,15578666
106159,15578702
22656,15578733
35070,15578734
22656,15578751
7412,15578794
73535,15578851
69824,15578857
28169,15578858
106159,15578885
23354,15578891
23354,15578921
37548,15578932
20862,15578939
59303,15578970
16673,15578988
93802,15591908
6112,15591924
17034,15591933
22656,15591947
34537,15591959
65358,15591963
83678,15591978
41655,15591989
34537,15591991
48700,15591995
100731,15592022
12579,15592026
73046,15592042
41655,15592058
124536,15592073
100731,15592077
93802,15592078
79795,15592079
28785,15592117
34537,15592122
4279,15592129
68204,15592147
1583,15592153
48523,15592170
14343,15592179
24482,15592182
28785,15592184
60761,15592187
34537,15592192
15031,15592194
1053,15592201
135982,15592206
50776,15592211
107744,15592217
8427,15592222
4279,15592230
86845,15592240
12579,15592247
129570,15592250
57428,15592251
45476,15592265
107744,15592268
23528,15592272
49663,15592275
12579,15592278
128397,15592290
25358,15592291
4279,15592302
2935,15592318
17034,15592325
12579,15592344
106224,15592350
60761,15592352
16102,15592403
9530,15592429
122232,15592433
130015,15592438
70104,15592443
61305,15592479
124367,15592483
124367,15592500
34397,15592504
8427,15592505
124367,15592511
21461,15592538
116800,15592551
79061,15592582
83127,15592610
1583,15592618
4794,15592621
12579,15592622
67524,15592626
5620,15592632
1053,15592643
50776,15592651
85950,15592659
1583,15592661
94892,15592669
65569,15592671
102937,15592672
94892,15592699
7888,15592717
102937,15592741
1344,15592754
12579,15592762
18573,15592765
1583,15592773
102372,15592776
5056,15592780
100731,15592781
1583,15592808
25398,15592811
12579,15592813
111683,15592835
7292,15592850
102937,15592857
21461,15592896
25406,15592899
23528,15592901
1583,15592903
41596,15592911
107277,15592924
1053,15592928
16959,15592929
53013,15592931
100731,15592934
119737,15592954
5987,15564033
893,15564068
125439,15564081
54082,15564083
92018,15564104
19068,15564117
1583,15564119
28422,15564155
19679,15564168
57695,15564176
81681,15564222
57695,15564227
120504,15564234
1583,15564241
103167,15564245
57695,15564271
63621,15564308
1583,15564318
893,15564345
68204,15564350
62245,15564395
10157,15564396
36565,15564406
43687,15564409
54364,15564420
120163,15564426
22237,15564444
94671,15564449
59793,15564457
116614,15564474
369,15564481
22237,15564499
46642,15564500
22656,15564510
87971,15564512
115145,15564531
130015,15564536
105672,15564552
12096,15564579
2509,15564585
118657,15564594
65863,15564602
46642,15564620
103167,15564623
22656,15564626
107744,15564629
24950,15564636
132047,15564638
114253,15564639
2509,15564649
120163,15564652
30433,15564654
103167,15564657
14065,15564704
139599,15564708
5987,15564716
59793,15564722
119114,15564725
14065,15564746
59793,15564748
105672,15564749
1583,15564764
45777,15564772
5987,15564789
123695,15564792
74134,15564803
4279,15564820
36565,15564833
57120,15564866
36565,15564875
22656,15564884
87796,15564896
113938,15564903
58391,15564906
22656,15564910
97160,15564935
20938,15564939
102205,15564948
54612,15564949
17300,15564954
99994,15564981
108184,15564985
54612,15564988
17300,15564996
22656,15565005
118657,15565017
54612,15565024
105224,15565047
105672,15565048
36565,15565055
122718,15565067
36565,15565071
17034,15565076
30433,15565080
22656,15565093
46642,15565099
17300,15565100
49153,15565102
46642,15565126
70605,15565129
1714,15565142
2509,15565143
4181,15565161
893,15565162
14606,15565186
32746,15565197
110707,15565201
101152,15565245
120163,15565246
2509,15565247
142454,15565248
87234,15565250
40521,15565255
121445,15565265
43906,15565274
33732,15565278
119477,15565285
582,15565288
35070,15565291
30433,15565296
108893,15565299
123632,15565300
43906,15565301
116614,15565303
46642,15565306
22656,15565365
2509,15565374
41071,15565381
17300,15565389
46642,15565393
40521,15565397
113938,15565407
101258,15565413
48503,15565420
119114,15565423
110707,15565445
41071,15565447
23478,15565449
116614,15565452
1053,15565462
24109,15565467
115145,15565485
87234,15565492
105224,15565502
36565,15565528
25646,15565529
69083,15565531
116614,15565536
4653,15565537
113938,15565540
87234,15565541
77011,15565546
46642,15565562
87234,15565568
22656,15565581
41071,15565592
126769,15565596
77011,15565598
57695,15579032
102040,15579036
133235,15579040
142162,15579042
142162,15579048
3416,15579075
126998,15579080
80002,15579091
20862,15579093
4279,15579097
102040,15579111
142162,15579136
23354,15579144
34397,15579146
46642,15579158
1583,15579163
48659,15579198
1583,15579213
86845,15579223
112407,15579245
46642,15579254
94484,15579263
142637,15579270
3416,15579279
46642,15579294
45664,15579299
73070,15579329
93944,15579332
6144,15579367
43959,15579372
96780,15579379
126998,15579392
142637,15579394
121309,15579398
112407,15579421
6309,15579426
116249,15579461
46450,15579491
141022,15579500
141022,15579505
91714,15579513
112407,15579526
141022,15579527
82888,15579530
141022,15579531
139746,15579545
18627,15579551
59303,15579600
38696,15579602
81053,15579618
141022,15579667
2548,15579679
35070,15579689
15416,15579691
57508,15579710
128240,15579730
54197,15579731
36565,15579741
44597,15579752
25750,15579763
129270,15579766
57508,15579769
2343,15579770
135787,15579779
94334,15579781
34540,15579791
12707,15579798
88442,15579804
32498,15579810
16076,15579813
25188,15579817
34509,15579818
3957,15579824
19629,15579825
3957,15579826
67097,15579828
109937,15579833
123664,15579861
33051,15579869
92760,15579873
38696,15579875
6782,15579877
5058,15579919
91757,15580022
120504,15580024
22656,15580044
141325,15580067
2660,15580079
92760,15580091
6309,15580110
136476,15580124
36305,15580130
22656,15580142
20580,15580162
82474,15580193
20553,15580215
82586,15580228
33051,15580229
72746,15580230
61305,15580241
4224,15580246
82548,15580279
84535,15580323
41169,15580325
80901,15580330
23574,15580334
81923,15580344
15541,15580379
2486,15580380
18771,15580393
142637,15580436
128940,15580456
82586,15580461
11182,15580468
130121,15580477
119114,15580519
123558,15580529
18771,15580534
62130,15580545
73070,15580554
11702,15580557
107233,15580572
118846,15580586
62130,15580590
135160,15580594
132442,15580603
116301,15580621
10471,15580624
5577,15580625
127013,15580637
115749,15580654
142637,15580672
73070,15580675
142637,15580695
4279,15580699
15416,15580704
130121,15580725
131069,15580746
23528,15580754
111888,15580785
134360,15580794
2548,15580801
19068,15580805
25319,15580815
12502,15580816
115145,15580826
36305,15580827
80901,15580837
77121,15580839
115145,15580841
116249,15580871
2548,15580886
106159,15580909
110707,15580921
72746,15580925
62055,15580951
30225,15580973
19068,15580978
13019,15580980
1583,15593713
27130,15593720
1583,15593728
86452,15593735
86989,15593758
62076,15593762
115198,15593764
50776,15593768
2509,15593776
44089,15593787
65863,15593812
100731,15593831
83284,15593853
7841,15593884
65863,15593885
6158,15593886
100297,15593891
26130,15593897
28785,15593912
4279,15593915
85882,15593949
86452,15593950
107744,15593952
103167,15565934
9034,15565938
86191,15565939
116614,15565954
62245,15565958
98361,15565968
119326,15565974
2368,15565979
17034,15565981
103167,15566002
116472,15566005
103167,15566023
26428,15566024
103167,15566044
86622,15566046
141172,15566067
140803,15566099
141172,15566100
141172,15566108
36565,15566112
70358,15566116
116614,15566123
62576,15566124
20862,15566132
116614,15566155
8655,15566164
141172,15566177
82769,15566198
103167,15566232
102274,15566235
21640,15566241
116614,15566253
82156,15566273
82156,15566283
115145,15566290
3312,15566307
107744,15566308
76832,15566310
8655,15566320
112877,15566322
93988,15566325
19799,15566330
3778,15566347
8655,15566350
119477,15566352
65863,15566354
1244,15566357
104891,15566360
62576,15566389
8655,15566416
4794,15566417
141172,15566432
93988,15566452
23528,15566455
20394,15566462
82548,15566467
119477,15566471
3312,15566475
110707,15566482
87234,15566488
118228,15566497
139694,15566519
47190,15566521
69083,15566528
103167,15566529
116614,15566530
12711,15566538
141172,15566541
110707,15566555
106797,15566568
65990,15566574
133327,15566579
141172,15566603
1053,15566614
82548,15566620
8373,15566622
38206,15566628
20862,15566629
141172,15566632
6533,15566636
82548,15566646
123695,15566678
41761,15566696
110707,15566700
130387,15566701
6356,15566702
106797,15566703
63225,15566714
60823,15566735
77335,15566736
9475,15566737
20713,15566748
21245,15566758
17034,15566759
12711,15566797
116639,15566821
141172,15566826
116639,15566838
115730,15566856
21245,15566862
1892,15566881
133327,15566885
57611,15566886
17034,15566891
5620,15566899
57611,15566904
44732,15566907
44732,15566914
7432,15566934
745,15566935
113938,15566956
21245,15566963
110707,15566986
50660,15566992
16642,15566993
16642,15566998
893,15567004
5620,15567014
5987,15567015
110707,15567018
27358,15567024
18197,15567040
111286,15567044
16642,15567051
61974,15567069
8123,15567082
133327,15567085
63717,15567086
140750,15567090
110707,15567094
93988,15567132
140750,15567135
139667,15567137
56686,15567157
110707,15567169
104200,15567172
110707,15567187
69083,15567190
110707,15567215
49153,15567216
893,15567221
46220,15567260
69083,15567283
893,15567299
5620,15567308
133327,15567310
139667,15567331
893,15567337
139667,15567349
8313,15567356
414,15567366
91612,15567376
12711,15567378
76209,15581008
4834,15581027
2548,15581038
15498,15581100
46395,15581120
2548,15581128
62576,15581145
90741,15581183
92760,15581189
15349,15581255
31326,15581261
62576,15581281
74289,15581290
39709,15581297
20580,15581302
74865,15581315
46297,15581324
45991,15581359
19750,15581361
38696,15581370
5544,15581371
116614,15581399
2548,15581425
116249,15581426
62576,15581437
22656,15581462
110226,15581467
22656,15581489
104349,15581498
16487,15581510
62576,15581538
88076,15581541
23528,15581543
125790,15581546
19068,15581552
116614,15581564
19068,15581588
87624,15581598
18340,15581601
4279,15581603
1583,15581620
41956,15581621
10823,15581622
7724,15581646
42562,15581661
7714,15581672
38557,15581681
19068,15581703
20335,15581720
4279,15581724
88558,15581728
116614,15581731
82004,15581735
19068,15581738
122460,15581746
15441,15581750
75110,15581755
10823,15581763
13005,15581777
88732,15581778
85134,15581786
84955,15581817
95033,15581821
73226,15581824
23528,15581830
116614,15581836
57695,15581849
23354,15581860
1228,15581884
116614,15581895
34397,15581903
20580,15581925
21886,15581930
19068,15581945
13005,15581954
142162,15581961
19068,15581965
53300,15581972
87154,15581991
15541,15582007
73070,15582027
72746,15582047
53013,15582052
3416,15582062
62576,15582071
50776,15582072
36305,15582074
22656,15582111
116249,15582118
22656,15582123
36330,15582130
50776,15582131
7724,15582137
114388,15582153
103167,15582178
122718,15582186
1084,15582196
48910,15582215
2164,15582222
53013,15582226
116614,15582240
22656,15582246
44264,15582250
6144,15582267
34537,15582288
22656,15582296
36565,15582334
2164,15582349
48910,15582352
114388,15582362
2548,15582385
69634,15582388
4279,15582412
88732,15582418
139010,15582426
116614,15582454
22656,15582460
135160,15582471
77047,15582484
122607,15582492
135566,15582495
22904,15582529
113662,15582540
127493,15582549
114386,15582564
122718,15582565
93747,15582568
69083,15582574
65548,15582579
125981,15582580
1583,15582592
100297,15582602
45991,15582603
142822,15582607
36305,15582619
30433,15582638
125981,15582672
135160,15582680
115730,15582697
44597,15582705
13744,15582721
120321,15582724
135731,15582727
69083,15582730
17034,15582738
45991,15582743
11635,15582749
85360,15582752
87079,15582758
82586,15582760
1583,15582763
13019,15582788
117215,15582791
69083,15582806
19068,15582810
22656,15582814
17833,15582831
79068,15582832
22656,15582845
22656,15582859
41942,15595499
128421,15595510
78110,15595516
13302,15595530
9530,15595539
107797,15595561
91714,15595572
1583,15595576
28006,15595579
91872,15595582
1358,15595584
18309,15595590
121993,15595604
37760,15595637
91714,15595639
96780,15595642
8815,15595667
121363,15595680
65358,15595682
99897,15595732
57611,15595752
34397,15595756
5987,15595758
127479,15595781
98607,15595797
96780,15595811
70353,15595829
4883,15568936
10505,15568955
13813,15568973
14673,15568974
66353,15568994
12096,15569001
24380,15569006
85109,15569008
103043,15569022
47278,15569026
85950,15569044
14065,15569051
36429,15569060
14065,15569062
36565,15569066
40521,15569070
49663,15569074
14065,15569083
119114,15569087
14065,15569103
77067,15569107
139985,15582883
2548,15582895
50079,15582901
19068,15582911
22656,15582913
22656,15582930
125981,15582931
24399,15582935
45991,15582938
115145,15582946
17034,15582951
140448,15582962
19068,15582998
104891,15583004
120504,15583012
15526,15583020
79068,15583029
23574,15583030
139010,15583044
131069,15583051
8655,15583055
133840,15583059
26226,15583066
77696,15583068
113962,15583078
120504,15583079
117215,15583091
88732,15583096
17034,15583115
65990,15583130
88672,15583136
3475,15583139
141325,15583141
13005,15583149
41360,15583151
476,15583160
82586,15583163
40521,15583165
139985,15583167
50079,15583173
91020,15583182
27439,15583185
114386,15583196
51280,15583205
139746,15583212
1968,15583218
12579,15583220
108396,15583226
17034,15583231
11343,15583241
6309,15583243
7116,15583254
136196,15583255
7116,15583283
364,15583299
12579,15583315
26226,15583332
139985,15583339
126998,15583347
97160,15583348
106435,15583352
26226,15583367
110933,15583376
34397,15583380
115145,15583387
101258,15583395
2486,15583396
46675,15583410
86622,15583414
2660,15583417
101258,15583418
22656,15583420
9833,15583435
27439,15583448
41747,15583449
9833,15583452
142822,15583459
8670,15583466
129372,15583467
20047,15583478
20010,15583486
19068,15583503
29443,15583541
9602,15583549
24950,15583569
139010,15583577
137350,15583594
97160,15583598
905,15583609
41747,15583610
139985,15583611
82586,15583643
41543,15583662
45991,15583666
123558,15583667
106159,15583668
61542,15583673
133939,15583693
50079,15583708
44089,15583750
108785,15583751
50079,15583752
48733,15583771
21245,15583774
50079,15583793
46675,15583806
61542,15583807
58014,15583817
5620,15583818
12579,15583822
79061,15583827
12579,15583847
69083,15583862
21245,15583864
126769,15583865
50079,15583866
2548,15583880
115145,15583882
14065,15583896
115145,15583897
28380,15583918
106261,15583920
2548,15583949
115145,15583952
50079,15583965
67153,15583968
115145,15583988
116249,15583994
28380,15584001
2486,15584004
24950,15584008
141325,15584011
135152,15584021
48387,15584027
45991,15584034
50079,15584037
141325,15584040
18243,15584043
115833,15584050
28380,15584058
24433,15584061
82586,15584062
5620,15584068
26226,15584110
95306,15584119
135152,15584128
82586,15584133
69258,15584136
26226,15584139
17279,15584164
1228,15584173
24433,15584177
128940,15584198
2548,15584207
50079,15584235
141325,15584241
5620,15584246
50079,15584283
105417,15584303
82586,15584313
55075,15584315
2486,15584317
22656,15584318
135152,15584326
128940,15584349
116249,15584391
41543,15584400
100297,15584401
107085,15584415
83805,15584424
80565,15584426
113662,15584427
34397,15584453
115145,15584459
34397,15584464
113535,15584488
142637,15584491
87079,15584505
15498,15584519
34397,15584522
102977,15584527
100297,15584528
15055,15584539
3737,15584571
2548,15584572
15459,15584578
107625,15584582
115904,15584589
99692,15584596
22656,15584602
13005,15584604
3737,15584624
10823,15584631
15498,15584633
122268,15584641
82548,15584671
69258,15584675
109122,15597126
79125,15597181
118068,15597187
18157,15597189
13687,15597194
117700,15597207
940,15597209
1053,15597229
7446,15597237
79202,15597241
103739,15597256
122718,15597275
34855,15597284
8363,15597294
127335,15597324
122718,15597344
32453,15597348
61164,15597359
122718,15597361
85170,15597369
13687,15597392
70353,15597401
